narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P04_101_3,P04,P04_101,00:07.3,00:07.3,00:08.7,365,434,open drawer,open,3,drawer,8,['drawer'],[8]
P04_101_30,P04,P04_101,00:48.9,00:46.5,00:50.3,2324,2513,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_101_31,P04,P04_101,00:50.8,00:48.8,00:50.7,2438,2533,press button on scale,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_101_32,P04,P04_101,00:53.9,00:53.7,00:54.4,2684,2718,transfer spoon to other hand,transfer-to,11,spoon,1,"['spoon', 'hand:other']","[1, 11]"
P04_101_33,P04,P04_101,00:54.3,00:54.5,00:55.5,2723,2776,pick up tub,pick-up,0,tub,23,['tub'],[23]
P04_101_34,P04,P04_101,00:55.8,00:55.2,00:55.9,2761,2795,spoon starter into tub,spoon,16,starter,71,"['starter', 'tub']","[71, 23]"
P04_101_35,P04,P04_101,00:59.6,00:56.6,00:57.4,2831,2872,spoon starter into tub,spoon,16,starter,71,"['starter', 'tub']","[71, 23]"
P04_101_36,P04,P04_101,01:04.8,01:01.5,01:07.0,3074,3347,shake spoon,shake,15,spoon,1,['spoon'],[1]
P04_101_37,P04,P04_101,01:07.4,01:07.1,01:08.2,3352,3409,put down tub,put-down,1,tub,23,['tub'],[23]
P04_101_38,P04,P04_101,01:08.1,01:08.3,01:09.1,3414,3453,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P04_101_39,P04,P04_101,01:10.6,01:10.6,01:12.0,3528,3601,open drawer,open,3,drawer,8,['drawer'],[8]
P04_101_4,P04,P04_101,00:09.6,00:09.1,00:10.2,455,509,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P04_101_40,P04,P04_101,01:12.1,01:12.0,01:12.7,3598,3636,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P04_101_41,P04,P04_101,01:14.1,01:13.3,01:16.5,3667,3822,open flour,open,3,flour,75,['flour'],[75]
P04_101_42,P04,P04_101,01:16.6,01:16.2,01:19.8,3809,3992,spoon flour into tub,spoon-into,16,flour,75,"['flour', 'tub']","[75, 23]"
P04_101_43,P04,P04_101,01:20.3,01:19.3,01:23.4,3964,4169,spoon flour into tub,spoon-into,16,flour,75,"['flour', 'tub']","[75, 23]"
P04_101_44,P04,P04_101,01:24.1,01:23.2,01:26.4,4161,4322,spoon flour into tub,spoon-into,16,flour,75,"['flour', 'tub']","[75, 23]"
P04_101_45,P04,P04_101,01:27.6,01:26.5,01:28.3,4327,4413,spoon flour into tub,spoon-into,16,flour,75,"['flour', 'tub']","[75, 23]"
P04_101_46,P04,P04_101,01:29.8,01:28.4,01:30.5,4418,4526,shake spoon,shake,15,spoon,1,['spoon'],[1]
P04_101_47,P04,P04_101,01:32.6,01:32.6,01:34.3,4627,4715,spoon flour into tub,spoon-into,16,flour,75,"['flour', 'tub']","[75, 23]"
P04_101_48,P04,P04_101,01:36.6,01:33.9,01:38.4,4697,4919,spoon flour into tub,spoon-into,16,flour,75,"['flour', 'tub']","[75, 23]"
P04_101_49,P04,P04_101,01:37.1,01:36.7,01:37.5,4836,4873,shake spoon,shake,15,spoon,1,['spoon'],[1]
P04_101_5,P04,P04_101,00:10.6,00:10.3,00:11.2,513,559,close drawer,close,4,drawer,8,['drawer'],[8]
P04_101_50,P04,P04_101,01:38.1,01:38.2,01:39.9,4907,4996,shake spoon,shake,15,spoon,1,['spoon'],[1]
P04_101_51,P04,P04_101,01:39.6,01:37.0,01:40.3,4850,5014,empty spoon,empty,20,spoon,1,['spoon'],[1]
P04_101_52,P04,P04_101,01:40.9,01:40.1,01:40.9,5006,5043,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P04_101_53,P04,P04_101,01:42.1,01:42.5,01:43.2,5123,5161,open drawer,open,3,drawer,8,['drawer'],[8]
P04_101_54,P04,P04_101,01:43.9,01:43.9,01:44.4,5197,5222,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P04_101_55,P04,P04_101,01:44.9,01:44.5,01:44.8,5226,5241,close drawer,close,4,drawer,8,['drawer'],[8]
P04_101_56,P04,P04_101,01:45.9,01:44.9,01:45.8,5246,5289,turn on tap,turn-on,6,tap,0,['tap'],[0]
P04_101_57,P04,P04_101,01:46.9,01:45.9,01:48.3,5294,5414,fill spoon with water,fill-with,26,spoon,1,"['spoon', 'water']","[1, 27]"
P04_101_58,P04,P04_101,01:49.1,01:48.9,01:50.2,5444,5509,smell water,smell,75,water,27,['water'],[27]
P04_101_59,P04,P04_101,01:50.6,01:50.3,01:51.0,5515,5549,empty spoon,empty,20,spoon,1,['spoon'],[1]
P04_101_6,P04,P04_101,00:11.9,00:11.9,00:12.6,594,632,put down starter,put-down,1,starter,71,['starter'],[71]
P04_101_60,P04,P04_101,01:51.3,01:50.9,01:51.9,5547,5593,test water,test,24,water,27,['water'],[27]
P04_101_61,P04,P04_101,01:52.1,01:51.0,01:52.9,5550,5646,fill spoon with water,fill-with,26,spoon,1,"['spoon', 'water']","[1, 27]"
P04_101_62,P04,P04_101,01:53.4,01:52.4,01:54.0,5622,5698,turn off tap,turn-off,8,tap,0,['tap'],[0]
P04_101_63,P04,P04_101,01:55.1,01:55.4,02:02.5,5769,6125,empty water into tub,empty,20,water,27,"['water', 'tub']","[27, 23]"
P04_101_64,P04,P04_101,02:03.1,02:03.1,02:04.1,6154,6206,empty water into sink,empty,20,water,27,"['water', 'sink']","[27, 63]"
P04_101_65,P04,P04_101,02:04.3,02:04.2,02:05.2,6207,6258,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P04_101_66,P04,P04_101,02:05.3,02:05.3,02:06.4,6263,6322,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P04_101_67,P04,P04_101,02:06.6,02:06.3,02:21.7,6314,7082,stir mixture,stir,10,mixture,71,['mixture'],[71]
P04_101_68,P04,P04_101,02:07.8,02:13.4,02:14.2,6668,6708,hold tub,hold,34,tub,23,['tub'],[23]
P04_101_69,P04,P04_101,02:23.1,02:22.9,02:24.6,7145,7231,check time,check,24,time,111,['time'],[111]
P04_101_7,P04,P04_101,00:12.9,00:13.0,00:14.0,649,701,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P04_101_70,P04,P04_101,02:24.4,02:24.7,02:35.0,7233,7749,stir mixture,stir,10,mixture,71,['mixture'],[71]
P04_101_71,P04,P04_101,02:24.9,02:24.6,02:54.4,7230,8720,hold tub,hold,34,tub,23,['tub'],[23]
P04_101_72,P04,P04_101,02:56.1,02:56.2,02:57.6,8809,8878,turn on tap,turn-on,6,tap,0,['tap'],[0]
P04_101_73,P04,P04_101,02:58.4,02:57.8,02:58.7,8889,8935,put water in tub,put-in,5,water,27,"['water', 'tub']","[27, 23]"
P04_101_74,P04,P04_101,02:58.8,02:58.7,02:59.4,8934,8969,turn off tap,turn-off,8,tap,0,['tap'],[0]
P04_101_75,P04,P04_101,03:00.6,02:59.7,03:01.1,8985,9053,stir mixture,stir,10,mixture,71,['mixture'],[71]
P04_101_76,P04,P04_101,03:01.4,03:01.1,03:02.8,9056,9140,put down tub,put-down,1,tub,23,['tub'],[23]
P04_101_77,P04,P04_101,03:09.9,03:08.3,03:13.4,9417,9671,flatten mixture,flatten,87,mixture,71,['mixture'],[71]
P04_101_78,P04,P04_101,03:14.1,03:13.2,03:14.3,9662,9712,put down tub,put-down,1,tub,23,['tub'],[23]
P04_101_79,P04,P04_101,03:16.4,03:15.9,03:17.1,9792,9856,pick up cling film,pick-up,0,film:cling,100,['film:cling'],[100]
P04_101_8,P04,P04_101,00:14.6,00:14.2,00:17.1,710,853,look for tub,look-for,48,tub,23,['tub'],[23]
P04_101_80,P04,P04_101,03:17.1,03:16.8,03:18.7,9842,9935,put cling film on tub,put-on,1,film:cling,100,"['film:cling', 'tub']","[100, 23]"
P04_101_81,P04,P04_101,03:18.6,03:16.0,03:18.8,9800,9940,pick up tub,pick-up,0,tub,23,['tub'],[23]
P04_101_82,P04,P04_101,03:19.1,03:18.8,03:19.7,9942,9983,put down tub,put-down,1,tub,23,['tub'],[23]
P04_101_83,P04,P04_101,03:21.4,03:19.7,03:21.6,9982,10079,shake spoon,shake,15,spoon,1,['spoon'],[1]
P04_101_84,P04,P04_101,03:22.6,03:21.3,03:22.9,10067,10144,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70]
P04_101_85,P04,P04_101,03:25.1,03:23.0,03:26.1,10148,10307,pull out tray,pull-out,31,tray,35,['tray'],[35]
P04_101_86,P04,P04_101,03:26.1,03:26.3,03:26.9,10313,10347,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P04_101_87,P04,P04_101,03:27.6,03:27.3,03:27.9,10365,10397,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P04_101_88,P04,P04_101,03:28.6,03:28.0,03:28.8,10400,10438,pick up tub,pick-up,0,tub,23,['tub'],[23]
P04_101_89,P04,P04_101,03:30.4,03:30.2,03:30.9,10510,10543,open food bin,open,3,bin:food,36,['bin:food'],[36]
P04_101_9,P04,P04_101,00:17.8,00:17.7,00:20.3,885,1014,pick up tub,pick-up,0,tub,23,['tub'],[23]
P04_101_90,P04,P04_101,03:31.1,03:30.9,03:32.0,10546,10600,sniff starter,sniff,75,starter,71,['starter'],[71]
P04_101_91,P04,P04_101,03:35.4,03:34.5,03:35.9,10726,10793,pick up starter,pick-up,0,starter,71,['starter'],[71]
P04_101_92,P04,P04_101,03:36.9,03:35.9,03:37.0,10795,10848,sniff starter,sniff,75,starter,71,['starter'],[71]
P04_101_93,P04,P04_101,03:37.4,03:36.8,03:38.3,10840,10913,put down starter,put-down,1,starter,71,['starter'],[71]
P04_101_94,P04,P04_101,03:39.1,03:38.2,03:40.4,10909,11019,put down starter,put-down,1,starter,71,['starter'],[71]
P04_101_95,P04,P04_101,03:41.9,03:39.4,03:44.4,10969,11222,turn off scales,turn-off,8,scale,108,['scale'],[108]
P04_101_96,P04,P04_101,03:44.6,03:44.6,03:45.7,11232,11285,pick up scales,pick-up,0,scale,108,['scale'],[108]
P04_101_97,P04,P04_101,03:46.9,03:46.5,03:47.8,11326,11392,open drawer,open,3,drawer,8,['drawer'],[8]
P04_101_98,P04,P04_101,03:47.6,03:47.4,03:48.3,11369,11417,put down scales,put-down,1,scale,108,['scale'],[108]
P04_101_99,P04,P04_101,03:48.1,03:48.3,03:49.3,11416,11466,close drawer,close,4,drawer,8,['drawer'],[8]
P04_102_0,P04,P04_102,00:02.6,00:02.6,00:03.5,132,175,pick up starter,pick-up,0,starter,71,['starter'],[71]
P04_102_1,P04,P04_102,00:03.6,00:03.8,00:04.9,187,244,smell starter,smell,75,starter,71,['starter'],[71]
P04_102_10,P04,P04_102,00:27.9,00:25.5,00:30.2,1275,1510,put milk in fridge,put-in,5,milk,64,"['milk', 'fridge']","[64, 12]"
P04_102_11,P04,P04_102,00:31.9,00:32.0,00:36.9,1600,1844,put milk in fridge,put-in,5,milk,64,"['milk', 'fridge']","[64, 12]"
P04_102_12,P04,P04_102,00:32.8,00:37.1,00:39.6,1854,1980,pick up fish,pick-up,0,fish,119,['fish'],[119]
P04_102_13,P04,P04_102,00:37.6,00:38.0,00:39.4,1898,1971,put down fish,put-down,1,fish,119,['fish'],[119]
P04_102_14,P04,P04_102,00:40.1,00:40.2,00:40.9,2008,2044,put down cheese,put-down,1,cheese,32,['cheese'],[32]
P04_102_15,P04,P04_102,00:42.1,00:41.0,00:44.0,2047,2197,close fridge,close,4,fridge,12,['fridge'],[12]
P04_102_16,P04,P04_102,00:45.6,00:45.5,00:47.3,2273,2364,pull out dishwasher drawer,pull-out,31,drawer:dishwasher,70,['drawer:dishwasher'],[70]
P04_102_17,P04,P04_102,00:47.6,00:47.4,00:48.0,2371,2401,close dishwasher drawer,close,4,drawer:dishwasher,70,['drawer:dishwasher'],[70]
P04_102_18,P04,P04_102,00:49.1,00:48.8,00:49.4,2440,2471,put spoon in dishwasher,put-in,5,spoon,1,"['spoon', 'dishwasher']","[1, 70]"
P04_102_19,P04,P04_102,00:49.6,00:49.4,00:50.6,2469,2532,put bowl in dishwasher,put-in,5,bowl,7,"['bowl', 'dishwasher']","[7, 70]"
P04_102_2,P04,P04_102,00:05.1,00:05.0,00:05.8,249,291,put down starter,put-down,1,starter,71,['starter'],[71]
P04_102_20,P04,P04_102,00:57.4,00:57.3,00:58.2,2867,2909,pick up bag,pick-up,0,bag,19,['bag'],[19]
P04_102_21,P04,P04_102,00:59.1,00:58.5,00:59.3,2926,2964,pick up broccoli,pick-up,0,broccoli,101,['broccoli'],[101]
P04_102_22,P04,P04_102,01:01.1,01:01.3,01:02.8,3066,3140,put down bag,put-down,1,bag,19,['bag'],[19]
P04_102_23,P04,P04_102,01:03.6,01:01.0,01:03.9,3050,3193,hold bag,hold,34,bag,19,['bag'],[19]
P04_102_24,P04,P04_102,01:05.9,01:05.3,01:06.8,3265,3341,open fridge,open,3,fridge,12,['fridge'],[12]
P04_102_25,P04,P04_102,01:07.6,01:07.6,01:08.3,3379,3412,pull out fridge drawer,pull-out,31,drawer:fridge,8,['drawer:fridge'],[8]
P04_102_26,P04,P04_102,01:08.6,01:08.5,01:09.4,3424,3470,put broccoli in fridge drawer,put-in,5,broccoli,101,"['broccoli', 'drawer:fridge']","[101, 8]"
P04_102_27,P04,P04_102,01:11.3,01:10.3,01:11.9,3515,3593,pick up bag,pick-up,0,bag,19,['bag'],[19]
P04_102_28,P04,P04_102,01:12.9,01:12.6,01:13.9,3632,3697,put peppers in fridge drawer,put-in,5,pepper,37,"['pepper', 'drawer:fridge']","[37, 8]"
P04_102_29,P04,P04_102,01:14.8,01:14.2,01:14.9,3708,3744,close fridge drawer,close,4,drawer:fridge,8,['drawer:fridge'],[8]
P04_102_3,P04,P04_102,00:06.1,00:05.5,00:06.5,273,323,pick up cling film,pick-up,0,film:cling,100,['film:cling'],[100]
P04_102_30,P04,P04_102,01:16.4,01:15.6,01:17.1,3782,3857,pick up plums,pick-up,0,plum,293,['plum'],[293]
P04_102_31,P04,P04_102,01:17.1,01:17.3,01:18.3,3866,3913,put down plums,put-down,1,plum,293,['plum'],[293]
P04_102_32,P04,P04_102,01:19.1,01:18.8,01:19.3,3942,3967,pick up quorn sausages,pick-up,0,sausage:quorn,86,['sausage:quorn'],[86]
P04_102_33,P04,P04_102,01:19.3,01:18.5,01:19.6,3924,3979,put down quorn sausages,put-down,1,sausage:quorn,86,['sausage:quorn'],[86]
P04_102_34,P04,P04_102,01:20.6,01:20.2,01:21.0,4008,4049,pick up pork belly,pick-up,0,belly:pork,144,['belly:pork'],[144]
P04_102_35,P04,P04_102,01:22.1,01:21.5,01:25.1,4073,4254,put pork belly in fridge,put-in,5,belly:pork,144,"['belly:pork', 'fridge']","[144, 12]"
P04_102_36,P04,P04_102,01:27.3,01:27.3,01:28.0,4366,4399,pick up cucumber,pick-up,0,cucumber,72,['cucumber'],[72]
P04_102_37,P04,P04_102,01:33.1,01:28.2,01:30.8,4410,4541,rummage in bag,rummage-in,48,bag,19,['bag'],[19]
P04_102_38,P04,P04_102,01:34.9,01:34.6,01:35.4,4729,4768,pick up flour,pick-up,0,flour,75,['flour'],[75]
P04_102_39,P04,P04_102,01:36.6,01:33.0,01:37.6,4651,4881,put down flour,put-down,1,flour,75,['flour'],[75]
P04_102_4,P04,P04_102,00:07.6,00:06.5,00:08.5,325,426,put cling film on tub,put-on,1,film:cling,100,"['film:cling', 'tub']","[100, 23]"
P04_102_40,P04,P04_102,01:37.9,01:38.0,01:38.5,4899,4925,open fridge drawer,open,3,drawer:fridge,8,['drawer:fridge'],[8]
P04_102_41,P04,P04_102,01:38.4,01:38.4,01:39.5,4922,4972,put cucumber in fridge drawer,put-in,5,cucumber,72,"['cucumber', 'drawer:fridge']","[72, 8]"
P04_102_42,P04,P04_102,01:39.4,01:39.5,01:40.1,4975,5002,close fridge drawer,close,4,drawer:fridge,8,['drawer:fridge'],[8]
P04_102_43,P04,P04_102,01:40.9,01:40.6,01:42.2,5029,5107,pick up flour,pick-up,0,flour,75,['flour'],[75]
P04_102_44,P04,P04_102,01:42.4,01:42.2,01:43.5,5109,5175,put down flour,put-down,1,flour,75,['flour'],[75]
P04_102_45,P04,P04_102,01:43.4,01:43.5,01:44.4,5172,5220,pick up coffee,pick-up,0,coffee,59,['coffee'],[59]
P04_102_46,P04,P04_102,01:45.4,01:44.3,01:45.7,5217,5286,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P04_102_47,P04,P04_102,01:46.1,01:45.8,01:47.3,5290,5365,put coffee in cupboard,put-in,5,coffee,59,"['coffee', 'cupboard']","[59, 3]"
P04_102_48,P04,P04_102,01:48.1,01:47.9,01:48.8,5394,5440,pick up starter,pick-up,0,starter,71,['starter'],[71]
P04_102_49,P04,P04_102,01:48.9,01:49.0,01:49.8,5448,5488,put down starter,put-down,1,starter,71,['starter'],[71]
P04_102_5,P04,P04_102,00:08.6,00:08.5,00:09.0,426,449,pick up tub,pick-up,0,tub,23,['tub'],[23]
P04_102_50,P04,P04_102,01:50.1,01:49.8,01:50.8,5489,5540,pick up flour,pick-up,0,flour,75,['flour'],[75]
P04_102_51,P04,P04_102,01:51.6,01:51.4,01:52.6,5569,5632,open quorn sausages,open,3,sausage:quorn,86,['sausage:quorn'],[86]
P04_102_52,P04,P04_102,01:51.6,01:52.4,01:57.8,5622,5891,hold quorn sausage packet,hold,34,packet:sausage,26,['packet:sausage'],[26]
P04_102_53,P04,P04_102,01:53.1,01:52.6,01:53.5,5629,5676,pick up bag,pick-up,0,bag,19,['bag'],[19]
P04_102_54,P04,P04_102,01:56.8,01:56.7,01:57.5,5834,5875,put down bag,put-down,1,bag,19,['bag'],[19]
P04_102_55,P04,P04_102,01:58.1,01:57.7,01:58.8,5882,5940,close fridge,close,4,fridge,12,['fridge'],[12]
P04_102_56,P04,P04_102,01:59.4,01:59.3,02:01.1,5965,6055,open quorn sausages,open,3,sausage:quorn,86,['sausage:quorn'],[86]
P04_102_57,P04,P04_102,02:01.6,02:01.2,02:01.9,6060,6096,pick up quorn sausage,pick-up,0,sausage:quorn,86,['sausage:quorn'],[86]
P04_102_58,P04,P04_102,02:02.1,02:01.8,02:03.9,6089,6194,eat quorn sausage,eat,35,sausage:quorn,86,['sausage:quorn'],[86]
P04_102_59,P04,P04_102,02:07.3,02:06.7,02:08.3,6335,6413,pick up starter,pick-up,0,starter,71,['starter'],[71]
P04_102_6,P04,P04_102,00:09.3,00:09.0,00:09.5,451,476,put down tub,put-down,1,tub,23,['tub'],[23]
P04_102_60,P04,P04_102,02:09.9,02:09.5,02:10.5,6477,6525,open food bin,open,3,bin:food,36,['bin:food'],[36]
P04_102_61,P04,P04_102,02:11.6,02:11.8,02:25.5,6589,7273,scrape starter into food bin,scrape,25,starter,71,"['starter', 'bin:food']","[71, 36]"
P04_102_62,P04,P04_102,02:29.3,02:27.5,02:29.5,7373,7476,put tub in dishwasher,put-in,5,tub,23,"['tub', 'dishwasher']","[23, 70]"
P04_102_7,P04,P04_102,00:17.8,00:13.4,00:17.6,671,881,open bag,open,3,bag,19,['bag'],[19]
P04_102_8,P04,P04_102,00:19.4,00:18.1,00:19.4,905,968,pick up something,pick-up,0,bag,19,['bag'],[19]
P04_102_9,P04,P04_102,00:22.6,00:22.7,00:24.2,1135,1210,open fridge,open,3,fridge,12,['fridge'],[12]
P04_103_0,P04,P04_103,00:01.6,00:01.7,00:02.3,86,115,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P04_103_1,P04,P04_103,00:04.1,00:03.2,00:04.6,159,231,close cupboard,close,4,cupboard,3,['cupboard'],[3]
P04_103_10,P04,P04_103,00:21.6,00:21.1,00:22.4,1053,1117,move bowl,move,11,bowl,7,['bowl'],[7]
P04_103_11,P04,P04_103,00:22.9,00:22.7,00:23.1,1133,1156,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P04_103_12,P04,P04_103,00:23.4,00:23.2,00:23.8,1159,1190,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P04_103_13,P04,P04_103,00:24.1,00:23.9,00:24.4,1195,1222,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P04_103_14,P04,P04_103,00:24.9,00:24.3,00:24.9,1215,1244,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P04_103_15,P04,P04_103,00:25.1,00:25.1,00:25.9,1255,1292,put down scales,put-down,1,scale,108,['scale'],[108]
P04_103_16,P04,P04_103,00:26.1,00:25.9,00:26.7,1293,1335,turn on scales,turn-on,6,scale,108,['scale'],[108]
P04_103_17,P04,P04_103,00:26.6,00:26.4,00:27.1,1321,1353,take a bowl,take,0,bowl,7,['bowl'],[7]
P04_103_18,P04,P04_103,00:27.4,00:26.9,00:28.1,1344,1407,put on bowl,put-on,1,bowl,7,['bowl'],[7]
P04_103_19,P04,P04_103,00:31.4,00:31.6,00:34.1,1580,1705,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_2,P04,P04_103,00:08.1,00:04.7,00:08.4,236,420,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P04_103_20,P04,P04_103,00:33.1,00:34.6,00:36.1,1729,1807,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_21,P04,P04_103,00:34.9,00:36.4,00:37.4,1819,1870,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_22,P04,P04_103,00:37.4,00:39.0,00:40.0,1949,1999,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_23,P04,P04_103,00:39.9,00:40.6,00:41.4,2032,2072,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_24,P04,P04_103,00:41.1,00:41.5,00:45.3,2074,2264,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_25,P04,P04_103,00:42.4,00:43.4,00:45.4,2170,2271,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_26,P04,P04_103,00:44.4,00:47.0,00:48.0,2351,2398,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_27,P04,P04_103,00:48.6,00:47.9,00:48.7,2397,2434,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_28,P04,P04_103,00:50.1,00:49.6,00:52.1,2482,2607,press button on scale,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_29,P04,P04_103,00:51.9,00:49.0,00:51.0,2450,2550,press button on scale,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_3,P04,P04_103,00:10.4,00:08.5,00:10.7,424,534,pick up measuring jug,pick-up,0,jug:measuring,66,['jug:measuring'],[66]
P04_103_30,P04,P04_103,00:53.1,00:50.8,00:52.3,2538,2614,press button on scale,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_31,P04,P04_103,00:54.4,00:52.2,00:53.5,2610,2673,press button on scale,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_32,P04,P04_103,00:56.1,00:53.5,00:54.8,2677,2740,press button on scale,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_33,P04,P04_103,00:57.6,00:54.7,00:55.9,2734,2795,press button on scale,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_34,P04,P04_103,01:00.1,00:54.6,00:56.3,2729,2816,press button on scale,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_35,P04,P04_103,01:01.4,00:56.2,00:56.8,2811,2838,press button on scale,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_36,P04,P04_103,01:02.1,00:56.9,00:57.4,2843,2871,press button on scale,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_37,P04,P04_103,01:02.9,00:57.6,00:58.0,2880,2898,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_38,P04,P04_103,01:05.1,00:58.0,00:59.9,2899,2994,press button on scale,press,21,button,92,"['button', 'scale']","[92, 108]"
P04_103_4,P04,P04_103,00:10.6,00:10.4,00:11.3,522,562,pick a bowl,pick,0,bowl,7,['bowl'],[7]
P04_103_5,P04,P04_103,00:11.1,00:11.3,00:11.9,567,596,put on measuring jug,put-on,1,jug:measuring,66,['jug:measuring'],[66]
P04_103_6,P04,P04_103,00:12.1,00:11.9,00:12.7,594,636,close cupboard,close,4,cupboard,3,['cupboard'],[3]
P04_103_7,P04,P04_103,00:19.1,00:12.8,00:19.7,641,987,put down bowl,put-down,1,bowl,7,['bowl'],[7]
P04_103_8,P04,P04_103,00:20.1,00:19.8,00:20.9,992,1047,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
P04_103_9,P04,P04_103,00:20.6,00:20.0,00:21.0,999,1050,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P04_104_0,P04,P04_104,00:04.4,00:04.1,00:04.6,204,231,open drawer,open,3,drawer,8,['drawer'],[8]
P04_104_1,P04,P04_104,00:06.4,00:05.4,00:06.8,270,342,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P04_104_10,P04,P04_104,00:33.1,00:33.4,00:35.0,1670,1748,spoon starter into bowl,spoon,16,starter,71,"['starter', 'bowl']","[71, 7]"
P04_104_100,P04,P04_104,03:42.1,03:40.2,03:44.0,11012,11200,pick up flour,pick-up,0,flour,75,['flour'],[75]
P04_104_101,P04,P04_104,03:45.6,03:45.6,03:46.1,11280,11303,turn on scales,turn-on,6,scale,108,['scale'],[108]
P04_104_102,P04,P04_104,03:46.6,03:46.4,03:49.7,11322,11484,open flour,open,3,flour,75,['flour'],[75]
P04_104_103,P04,P04_104,03:51.1,03:51.4,04:09.2,11572,12461,pour flour into bowl,pour-into,9,flour,75,"['flour', 'bowl']","[75, 7]"
P04_104_104,P04,P04_104,04:10.1,04:11.8,04:12.6,12592,12630,put down flour,put-down,1,flour,75,['flour'],[75]
P04_104_105,P04,P04_104,04:13.6,04:13.3,04:14.2,12662,12712,pick up bowl,pick-up,0,bowl,7,['bowl'],[7]
P04_104_106,P04,P04_104,04:14.4,04:14.1,04:15.1,12705,12755,put down bowl,put-down,1,bowl,7,['bowl'],[7]
P04_104_107,P04,P04_104,04:16.4,04:15.2,04:16.9,12758,12844,pick up scales,pick-up,0,scale,108,['scale'],[108]
P04_104_108,P04,P04_104,04:18.6,04:18.1,04:19.1,12904,12954,open drawer,open,3,drawer,8,['drawer'],[8]
P04_104_109,P04,P04_104,04:19.9,04:19.1,04:21.2,12953,13061,pick up tea towel,pick-up,0,towel:tea,52,['towel:tea'],[52]
P04_104_11,P04,P04_104,00:34.8,00:34.9,00:39.8,1743,1989,shake spoon,shake,15,spoon,1,['spoon'],[1]
P04_104_110,P04,P04_104,04:21.4,04:21.0,04:22.0,13052,13102,move things in drawer,move-in,5,drawer,8,['drawer'],[8]
P04_104_111,P04,P04_104,04:24.1,04:22.1,04:23.4,13107,13169,move things in drawer,move-in,5,drawer,8,['drawer'],[8]
P04_104_112,P04,P04_104,04:26.4,04:24.2,04:26.3,13211,13316,pick up batteries,pick-up,0,battery,233,['battery'],[233]
P04_104_113,P04,P04_104,04:26.9,04:26.6,04:27.2,13327,13360,put down batteries,put-down,1,battery,233,['battery'],[233]
P04_104_114,P04,P04_104,04:27.6,04:27.4,04:28.3,13372,13415,moves things in drawer,move-in,5,drawer,8,['drawer'],[8]
P04_104_115,P04,P04_104,04:30.4,04:28.0,04:29.7,13400,13486,move tea towels,move,11,towel:tea,52,['towel:tea'],[52]
P04_104_116,P04,P04_104,04:33.4,04:33.5,04:34.4,13674,13719,pick up cling film,pick-up,0,film:cling,100,['film:cling'],[100]
